id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
11413,2019-06-01,,Month-to-month,No,Mailed check,20.35,178.7,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
11414,2014-02-01,,Two year,Yes,Bank transfer (automatic),71.45,5025.85,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
11415,2014-03-01,,Two year,No,Credit card (automatic),46.35,3353.4,DSL,Yes,Yes,Yes,Yes,No,No,Male,1,Yes,No,No,0
11416,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,0
11417,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,No,0
11418,2014-08-01,,One year,No,Bank transfer (automatic),25.45,1699.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
11419,2018-08-01,2020-01-01,Month-to-month,Yes,Electronic check,89.15,1496.9,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,No,1
11420,2018-05-01,,Month-to-month,No,Mailed check,20.75,452.2,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
11421,2014-08-01,,Two year,Yes,Credit card (automatic),66.1,4428.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0
11422,2018-09-01,,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
11423,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,70.45,70.45,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,1
11424,2015-03-01,2020-01-01,One year,No,Credit card (automatic),60.3,3563.8,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,1
11425,2019-06-01,,Month-to-month,No,Credit card (automatic),21.05,139.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11426,2017-11-01,,One year,No,Credit card (automatic),69.35,1927.3,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,No,No,No,0
11427,2017-04-01,,Month-to-month,No,Mailed check,88.85,3000.25,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,0
11428,2017-08-01,,One year,Yes,Bank transfer (automatic),97.0,3021.3,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
11429,2017-05-01,,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,DSL,No,Yes,Yes,No,Yes,No,Male,0,No,No,No,0
11430,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,24.75,24.75,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,1
11431,2018-12-01,,Month-to-month,No,Mailed check,69.2,944.65,DSL,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
11432,2018-10-01,,One year,Yes,Credit card (automatic),79.5,1264.2,Fiber optic,No,No,No,Yes,No,No,Female,0,No,Yes,Yes,0
11433,2016-01-01,,Two year,No,Credit card (automatic),100.65,4917.75,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
11434,2018-05-01,2019-12-01,Month-to-month,No,Electronic check,103.3,2012.7,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
11435,2014-04-01,,Two year,No,Bank transfer (automatic),79.7,5743.3,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
11436,2017-06-01,,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
11437,2018-08-01,,Month-to-month,Yes,Electronic check,69.8,1221.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11438,2017-01-01,,Two year,Yes,Mailed check,40.55,1390.85,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,0
11439,2019-10-01,,Month-to-month,Yes,Electronic check,75.65,302.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
11440,2018-10-01,,Month-to-month,No,Electronic check,90.7,1374.9,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
11441,2018-09-01,,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,0
11442,2018-07-01,,Month-to-month,Yes,Electronic check,60.6,1297.8,DSL,Yes,Yes,Yes,No,No,No,Female,0,No,Yes,No,0
11443,2015-02-01,,Two year,No,Credit card (automatic),101.15,6067.4,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
11444,2015-11-01,,Two year,Yes,Mailed check,24.95,1222.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
11445,2017-10-01,,Two year,Yes,Credit card (automatic),20.3,487.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11446,2016-07-01,,Two year,Yes,Electronic check,60.0,2548.55,DSL,No,Yes,No,No,No,Yes,Male,0,No,No,No,0
11447,2016-08-01,,Two year,No,Electronic check,20.25,835.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
11448,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,78.5,242.05,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
11449,2020-01-01,,Month-to-month,No,Mailed check,44.75,44.75,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
11450,2019-08-01,2019-11-01,Month-to-month,No,Mailed check,19.85,63.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
11451,2014-11-01,,Two year,No,Credit card (automatic),98.0,6218.45,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,0
11452,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,79.9,260.9,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,No,1
11453,2014-06-01,,Month-to-month,Yes,Electronic check,107.7,7320.9,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
11454,2017-07-01,2020-01-01,Month-to-month,Yes,Electronic check,99.7,2967.35,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,1
11455,2015-02-01,,Two year,No,Electronic check,104.7,6333.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
11456,2018-08-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),58.6,939.7,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Yes,1
11457,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,0
11458,2014-04-01,,Two year,No,Credit card (automatic),86.45,5950.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
11459,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,98.5,1037.75,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
11460,2019-10-01,,Month-to-month,No,Mailed check,19.4,93.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11461,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,50.45,50.45,DSL,No,No,Yes,No,No,No,Female,0,No,No,No,1
11462,2014-06-01,,Two year,Yes,Credit card (automatic),24.95,1614.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
11463,2018-04-01,,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
11464,2016-11-01,2020-01-01,Month-to-month,Yes,Electronic check,94.65,3624.3,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,1
11465,2019-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,1
11466,2018-08-01,,Month-to-month,No,Electronic check,78.2,1468.75,Fiber optic,No,No,Yes,Yes,No,No,Male,0,Yes,No,No,0
11467,2017-09-01,,Month-to-month,Yes,Electronic check,94.2,2607.6,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,0
11468,2018-07-01,2019-11-01,Month-to-month,Yes,Electronic check,88.45,1422.1,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,1
11469,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.85,69.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
11470,2018-10-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Fiber optic,Yes,No,Yes,No,No,No,Male,0,No,No,No,1
11471,2017-07-01,,One year,Yes,Electronic check,50.05,1523.4,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
11472,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,79.9,324.3,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
11474,2018-07-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
11475,2015-12-01,,One year,Yes,Credit card (automatic),90.1,4549.45,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,No,0
11476,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
11477,2016-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Fiber optic,Yes,No,Yes,No,No,No,Male,1,Yes,No,Yes,1
11478,2014-06-01,,Two year,No,Credit card (automatic),80.35,5375.15,Fiber optic,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
11479,2017-12-01,,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
11480,2015-05-01,,Two year,No,Credit card (automatic),53.35,3090.05,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
11481,2019-11-01,,Month-to-month,No,Electronic check,19.55,61.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11482,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,20.9,20.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
11483,2018-07-01,,One year,Yes,Bank transfer (automatic),48.95,955.6,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
11484,2019-11-01,,Month-to-month,Yes,Electronic check,54.2,140.4,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,0
11485,2015-03-01,,Two year,No,Electronic check,24.45,1493.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
11486,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,69.4,69.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
11487,2016-08-01,,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,No,0
11488,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,74.9,541.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
11489,2014-07-01,,Two year,No,Credit card (automatic),25.6,1784.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
11490,2020-01-01,,Month-to-month,Yes,Electronic check,70.35,70.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11491,2014-08-01,,Two year,No,Bank transfer (automatic),91.7,6075.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
11492,2015-01-01,,Month-to-month,No,Mailed check,89.2,5500.6,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,0
11493,2019-10-01,,One year,No,Credit card (automatic),24.1,73.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
11494,2016-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,No,1
11495,2014-10-01,,One year,Yes,Bank transfer (automatic),53.85,3399.85,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,0
11496,2015-08-01,,One year,Yes,Bank transfer (automatic),115.6,6431.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
11497,2020-01-01,,Month-to-month,Yes,Credit card (automatic),19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11498,2015-08-01,,Two year,Yes,Bank transfer (automatic),24.05,1230.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
11499,2018-08-01,,Two year,No,Credit card (automatic),25.3,454.65,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
11500,2019-11-01,,Month-to-month,No,Electronic check,84.3,235.05,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,No,0
11501,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,70.1,70.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
11502,2014-02-01,,Two year,No,Credit card (automatic),89.75,6595.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
11503,2015-02-01,,One year,Yes,Electronic check,97.95,5867.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,0
11504,2019-03-01,,One year,Yes,Mailed check,20.0,196.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11505,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,78.3,909.25,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,Yes,1
11506,2015-01-01,,One year,No,Credit card (automatic),103.9,6449.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
11507,2016-11-01,,Two year,No,Credit card (automatic),20.7,762.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11508,2015-04-01,2019-11-01,Month-to-month,Yes,Electronic check,96.8,5283.95,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,1
11509,2018-07-01,2019-12-01,Month-to-month,Yes,Electronic check,94.4,1617.5,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,No,No,Yes,1
11510,2017-01-01,,One year,No,Credit card (automatic),20.15,785.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11511,2014-02-01,,Two year,Yes,Mailed check,26.0,1776.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
11512,2014-02-01,,Two year,No,Credit card (automatic),77.35,5396.25,DSL,No,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,Yes,0
11513,2019-06-01,,Month-to-month,No,Bank transfer (automatic),66.05,574.5,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,0
11514,2018-04-01,,Month-to-month,No,Mailed check,19.9,400.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11515,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,84.3,84.3,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,1
11516,2016-12-01,,Month-to-month,No,Credit card (automatic),68.15,2656.3,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,0
11517,2018-09-01,,One year,No,Electronic check,80.85,1445.95,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,No,0
11518,2014-04-01,,Two year,Yes,Bank transfer (automatic),75.5,5212.65,DSL,No,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,0
11519,2013-10-01,2019-10-01,Two year,No,Credit card (automatic),92.45,6440.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,1
11520,2017-10-01,,Month-to-month,Yes,Electronic check,80.6,2244.95,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,0
11521,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
11522,2014-02-01,,Two year,Yes,Bank transfer (automatic),87.55,6463.15,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
11523,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,99.55,1131.2,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
11524,2019-04-01,2019-12-01,Month-to-month,Yes,Electronic check,81.25,585.95,Fiber optic,No,No,Yes,No,No,No,Male,1,No,No,Yes,1
11525,2015-05-01,,One year,Yes,Bank transfer (automatic),109.4,6252.7,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
11526,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
11527,2016-04-01,,Month-to-month,No,Electronic check,45.55,2062.15,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,No,0
11528,2017-08-01,,One year,No,Credit card (automatic),20.7,587.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
11529,2019-04-01,,Month-to-month,No,Electronic check,75.3,720.45,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,No,0
11530,2017-11-01,2019-10-01,Month-to-month,Yes,Electronic check,99.25,2186.4,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,1
11531,2017-06-01,,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,No,0
11532,2019-01-01,,Month-to-month,Yes,Credit card (automatic),73.75,956.65,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,0
11533,2016-09-01,2019-12-01,Two year,Yes,Electronic check,80.45,3201.55,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,No,1
11534,2016-06-01,,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,No,0
11535,2019-05-01,,Month-to-month,No,Mailed check,49.2,447.9,DSL,No,No,No,Yes,No,No,Male,1,No,No,No,0
11536,2014-07-01,,Two year,No,Mailed check,19.65,1335.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
11537,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,1
11538,2018-09-01,2019-12-01,Month-to-month,Yes,Electronic check,79.75,1111.85,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,1
11539,2014-03-01,,Two year,Yes,Bank transfer (automatic),105.15,7555.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
11540,2020-01-01,,Month-to-month,No,Credit card (automatic),49.0,49.0,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
11541,2017-07-01,2020-01-01,Month-to-month,Yes,Electronic check,100.05,3046.15,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
11542,2018-09-01,,Month-to-month,Yes,Mailed check,49.8,836.35,DSL,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,0
11543,2019-10-01,2020-01-01,Month-to-month,No,Electronic check,85.8,272.2,Fiber optic,No,No,No,Yes,No,Yes,Female,0,No,No,No,1
11544,2014-04-01,2019-11-01,Two year,Yes,Electronic check,79.7,5293.4,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
11545,2020-01-01,,Month-to-month,No,Bank transfer (automatic),20.95,20.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11546,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,50.55,50.55,DSL,No,No,No,No,No,No,Female,1,No,No,Yes,1
11547,2017-06-01,,Month-to-month,No,Mailed check,79.3,2570.0,Fiber optic,No,No,Yes,No,No,No,Female,1,Yes,No,Yes,0
11548,2016-09-01,,One year,No,Bank transfer (automatic),19.5,798.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11549,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,80.55,80.55,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,No,1
11550,2020-01-01,,Month-to-month,No,Bank transfer (automatic),44.15,44.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
11551,2018-10-01,2019-10-01,Month-to-month,Yes,Electronic check,84.5,916.9,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,1
11552,2014-12-01,,Month-to-month,Yes,Electronic check,105.5,6487.2,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
11553,2018-02-01,2019-12-01,Month-to-month,Yes,Mailed check,84.3,1855.65,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,No,1
11554,2018-09-01,,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,No,Yes,Yes,0
11555,2014-02-01,,Two year,Yes,Bank transfer (automatic),26.25,1988.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
11556,2015-06-01,,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
11557,2019-05-01,,Month-to-month,Yes,Credit card (automatic),20.45,147.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11558,2014-02-01,,Two year,Yes,Bank transfer (automatic),115.8,8424.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
11559,2018-06-01,,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
11560,2018-07-01,,Two year,No,Mailed check,20.2,387.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11561,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,67.75,116.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
11562,2015-09-01,,One year,No,Credit card (automatic),54.9,3045.75,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
11563,2017-08-01,2019-11-01,Month-to-month,Yes,Electronic check,85.25,2287.25,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,1
11564,2019-08-01,,Month-to-month,No,Bank transfer (automatic),20.15,130.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11565,2019-05-01,,One year,Yes,Electronic check,90.35,767.9,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
11566,2019-06-01,,Month-to-month,No,Electronic check,55.75,446.8,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,0
11567,2014-03-01,,Two year,No,Bank transfer (automatic),114.6,8100.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
11568,2019-03-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,1
11569,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,20.0,20.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
11570,2014-03-01,,One year,No,Bank transfer (automatic),66.8,4689.15,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
11571,2014-06-01,,One year,Yes,Electronic check,100.3,6754.35,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
11572,2017-04-01,,Month-to-month,Yes,Electronic check,105.35,3540.65,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
11573,2017-12-01,,One year,Yes,Electronic check,85.2,2184.6,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,No,No,No,0
11574,2018-01-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,1
11575,2019-07-01,,Month-to-month,Yes,Mailed check,18.95,130.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11576,2018-06-01,,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
11577,2015-02-01,,Month-to-month,Yes,Electronic check,106.15,6411.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
11578,2014-02-01,,Two year,No,Electronic check,20.55,1432.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11579,2014-02-01,,One year,Yes,Credit card (automatic),105.75,7629.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
11580,2019-10-01,,Month-to-month,No,Mailed check,25.25,101.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
11581,2018-10-01,,Month-to-month,No,Electronic check,19.75,313.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11582,2014-12-01,,One year,Yes,Electronic check,104.85,6312.9,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
11583,2019-04-01,,Month-to-month,Yes,Mailed check,60.95,629.55,DSL,No,No,No,Yes,No,Yes,Female,0,No,No,No,0
11584,2017-07-01,,Month-to-month,Yes,Electronic check,81.15,2640.55,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
11585,2014-03-01,,Two year,No,Credit card (automatic),19.1,1372.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
11586,2015-04-01,,Two year,No,Mailed check,20.8,1212.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11587,2014-04-01,,Two year,Yes,Credit card (automatic),90.15,6237.05,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
11588,2014-03-01,,Two year,No,Electronic check,90.1,6310.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
11589,2014-05-01,,Two year,No,Credit card (automatic),74.1,5031.0,DSL,Yes,No,Yes,Yes,No,Yes,Male,1,No,No,Yes,0
11590,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,85.05,85.05,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,1
11591,2014-02-01,,Two year,Yes,Bank transfer (automatic),118.75,8672.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
11592,2017-12-01,,Month-to-month,No,Credit card (automatic),85.9,2196.45,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,No,No,0
11593,2017-05-01,,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0
11594,2019-04-01,,Two year,No,Mailed check,20.15,220.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11595,2015-05-01,,Two year,No,Credit card (automatic),101.3,5779.6,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,1,No,No,Yes,0
11596,2019-04-01,,Month-to-month,Yes,Electronic check,21.2,222.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
